release_date,popularity,duration_ms,explicit,is_rock,is_pop,is_jazz,is_electronic,is_classical,is_blues,is_indie,is_hot
1992,0,256399,0,0,0,0,0,0,0,0,0
1965,18,113533,0,0,1,0,0,1,0,0,0
2008,17,216346,0,0,1,0,0,0,0,0,0
1989,34,310604,0,1,1,0,0,0,1,0,0
2013,9,264853,0,0,1,0,0,0,0,0,0
1989,28,167160,0,0,1,0,0,0,0,0,0
1989,13,224600,0,0,1,0,0,0,0,0,0
2000,18,266453,0,0,1,0,0,0,0,0,0
1976,0,138493,0,0,0,0,0,1,0,0,0
1989,32,181893,0,1,1,0,0,0,0,0,0
2023,33,288733,1,1,1,0,0,0,0,0,0
2004,1,245120,0,0,1,0,0,0,0,0,0
1987,19,191760,0,0,1,0,0,0,0,0,0
2008,7,173320,1,0,1,0,0,0,0,0,0
2007,3,239026,0,0,1,0,0,0,0,0,0
2009,0,151546,0,0,0,0,0,0,0,0,0
2007,0,38360,0,0,0,0,0,0,0,0,1
1959,0,160693,0,0,0,0,0,0,0,0,0
2009,9,177253,0,0,1,0,0,0,0,0,0
2006,21,216933,0,1,1,0,0,0,0,0,0
2006,0,155750,0,0,0,0,0,0,0,0,0
2003,9,147973,0,0,1,0,0,0,0,0,0
2011,8,101000,0,0,1,0,0,0,0,0,0
2007,31,485226,0,1,1,0,0,0,0,0,0
2021,0,315226,0,0,0,0,0,1,0,0,0
2000,38,190693,0,1,1,0,0,0,0,0,0
2007,34,286240,1,0,1,0,0,0,0,0,0
1993,0,185574,0,0,0,0,0,0,1,0,0
2009,0,306546,0,0,0,0,0,0,0,0,0
2008,20,226186,0,0,1,0,0,0,0,0,0
2008,3,369586,0,0,1,0,0,0,0,0,0
2001,36,328000,0,0,1,0,1,0,0,0,0
1999,48,224680,1,1,1,0,0,0,0,0,0
2025,8,292800,0,0,1,0,0,1,0,0,0
2003,27,176146,0,1,1,0,0,0,0,0,0
1999,2,284706,0,0,1,0,0,0,0,0,0
1995,1,302400,0,0,1,0,0,0,0,0,0
1994,14,218933,1,0,1,0,0,0,0,0,0
1982,13,232106,0,0,1,0,0,0,0,0,0
1984,5,269866,0,0,1,0,0,0,0,0,0
1969,35,147760,0,1,1,0,0,0,0,0,0
2008,7,266373,0,0,1,0,0,0,0,0,0
2003,0,112946,1,0,0,0,0,0,0,0,0
2007,7,211546,0,0,1,0,0,0,0,0,0
2007,8,240573,0,0,1,0,0,0,0,0,0
2016,46,183026,0,0,1,0,0,0,0,0,0
2000,0,218906,0,0,0,0,0,0,0,0,0
2003,0,189560,0,0,0,0,0,0,0,0,0
1992,47,144466,0,0,1,0,0,0,0,0,0
2006,0,200264,0,0,0,0,0,0,0,0,0
1982,21,84026,0,0,1,0,0,1,0,0,0
1990,62,246693,0,1,1,0,0,0,0,0,0
2007,1,273533,0,0,1,0,0,0,0,0,0
1984,70,210226,0,1,1,0,0,0,0,0,0
2009,0,285346,0,0,0,0,0,0,0,0,0
1997,8,161400,0,0,1,0,0,0,0,0,0
1991,8,298778,0,1,1,0,0,0,0,0,0
1995,3,297200,0,0,1,0,0,0,0,0,0
2018,0,177586,0,0,0,0,0,0,0,0,0
2009,1,353093,0,0,1,0,0,0,0,0,0
2000,6,252026,0,0,1,0,0,0,0,0,0
2005,4,190253,0,0,1,0,0,0,0,0,0
2010,0,187533,0,0,0,0,0,0,1,0,0
2024,4,409623,0,0,1,0,1,0,0,0,0
2009,3,329573,0,1,1,0,0,0,0,1,0
2006,5,182333,0,0,1,0,0,0,0,0,0
1964,20,294666,0,0,1,1,0,0,0,0,0
2001,1,277840,0,0,1,0,0,0,0,0,0
1997,6,198466,1,0,1,1,0,0,0,0,0
2001,0,179720,0,0,0,0,0,0,0,0,0
1961,6,223520,0,0,1,1,0,0,0,0,0
2009,2,286426,0,0,1,0,0,0,0,0,0
2000,0,376506,0,0,0,0,0,0,0,0,0
1996,2,134093,0,0,1,0,0,0,0,0,0
2000,0,387333,0,0,0,0,0,0,0,0,0
2001,10,124200,1,0,1,0,0,0,0,0,0
1995,16,324480,0,0,1,0,0,0,0,0,0
2011,0,119493,0,0,0,1,0,0,0,0,0
2010,1,442991,0,0,1,1,0,0,0,0,0
2003,16,127066,0,0,1,0,0,0,0,0,0
2006,34,428560,0,1,1,0,0,0,0,0,0
2024,31,654282,0,1,1,0,0,0,0,0,0
2000,0,163494,0,0,1,0,0,0,0,0,0
1986,8,140666,0,0,1,0,0,0,0,0,0
1962,10,142213,0,0,1,0,0,0,0,0,0
2004,0,289640,0,0,0,0,0,0,0,0,0
1988,25,172733,0,1,1,0,0,0,0,0,0
1991,42,205560,1,0,1,0,0,0,0,0,0
1993,11,185773,0,1,1,1,0,0,0,0,0
2007,0,306826,0,0,0,0,0,0,0,0,0
1998,1,253600,0,0,1,0,0,0,0,0,0
2015,0,174506,0,0,0,0,0,0,0,0,0
1995,2,338333,0,1,1,0,0,0,0,0,0
2007,0,193466,0,0,0,0,0,0,0,0,0
2007,0,126600,0,1,0,0,0,0,1,0,0
1999,7,270693,0,0,1,0,0,0,0,0,0
2001,0,292826,0,1,1,0,0,0,0,0,0
1992,33,297533,0,1,1,0,0,0,0,0,0
1999,16,241067,0,1,1,0,0,0,0,0,0
1985,1,213213,0,1,1,0,0,0,0,0,0
2019,0,206000,0,0,0,0,0,0,0,0,0
2010,0,127906,0,0,0,0,0,0,0,0,0
2008,0,210373,0,0,0,0,0,0,0,0,0
2023,0,186746,0,0,0,0,0,0,0,0,0
1999,8,234773,1,0,1,0,0,0,0,0,0
1998,0,485000,0,0,0,0,0,0,0,0,0
2009,0,269573,0,0,0,0,0,0,0,0,0
1997,35,313133,0,0,1,1,0,0,0,0,0
2021,0,152200,0,0,0,0,0,0,1,0,0
2009,0,338454,0,0,0,0,0,0,0,0,0
2009,21,135160,0,0,1,0,0,0,0,0,0
2020,6,132896,0,0,1,0,0,0,0,0,0
1965,43,168733,0,0,1,1,0,0,0,0,0
2005,1,186440,0,0,1,0,0,0,0,0,0
1972,8,343520,0,0,1,0,0,0,0,0,0
2004,37,207773,0,0,1,0,0,0,0,0,0
2005,28,211733,0,1,1,0,0,0,0,0,0
2013,1,167173,0,1,1,0,0,0,0,0,0
1975,6,226666,0,0,1,1,0,0,0,0,0
1989,48,248893,0,1,1,0,0,0,1,0,0
1995,3,190426,0,0,1,0,0,0,0,0,0
1999,18,303026,0,0,1,0,0,0,0,0,0
2003,15,95853,0,0,1,0,0,0,0,0,0
1997,0,459773,0,0,0,1,0,0,0,0,0
1974,23,344000,0,1,1,0,0,0,0,0,0
2008,29,251826,0,0,1,1,0,0,0,0,0
1973,70,272000,0,1,1,0,0,0,0,0,0
2005,6,197146,0,0,1,0,0,0,1,0,0
2007,5,450840,0,1,1,0,0,0,0,0,0
2007,23,175733,0,0,1,0,0,0,0,1,0
1997,8,269760,1,0,1,0,0,0,0,0,0
1995,11,217226,0,0,1,0,0,0,0,0,0
2004,26,277773,0,0,1,0,0,0,1,0,0
2005,36,229653,0,1,1,0,0,0,0,0,0
2007,31,143986,0,1,1,0,0,0,0,1,0
2000,0,163527,0,0,0,0,0,0,0,0,0
1962,2,187493,0,0,1,0,0,0,0,0,0
2002,11,240000,0,0,1,0,0,0,0,0,0
1984,34,232306,0,0,1,0,0,0,0,0,0
2014,0,155977,0,0,0,0,0,0,0,0,0
2010,0,214040,0,0,0,0,0,0,0,0,0
2008,33,301853,0,0,1,0,0,0,0,0,0
2003,0,369173,0,0,0,0,0,0,0,0,0
2000,6,396984,0,1,1,0,0,0,0,0,0
1971,15,228013,0,1,1,0,0,0,0,0,0
2000,0,266667,0,0,1,0,0,0,0,0,0
2009,34,238346,0,0,1,0,0,0,0,0,0
2014,43,200133,0,0,1,1,0,0,0,0,0
1996,0,420133,0,0,0,0,0,0,0,0,0
1995,4,229800,0,0,1,0,0,0,0,0,0
2006,24,264851,0,0,1,0,0,0,0,0,0
2023,0,386440,0,0,0,0,0,0,1,0,0
2005,0,235760,0,0,0,0,0,0,0,0,0
2009,4,152893,0,0,1,0,0,0,0,0,0
2010,0,415034,0,0,0,0,0,0,0,0,0
2007,29,133666,0,0,1,0,0,0,0,0,0
1989,1,286160,0,0,1,1,0,0,0,0,0
1962,0,156706,0,0,0,0,0,1,0,0,0
2006,16,155080,0,0,1,0,0,0,0,0,0
1966,4,166986,0,0,1,1,0,0,0,0,0
1991,5,172173,1,0,1,0,0,0,0,0,0
2008,0,377666,0,0,0,0,0,0,0,0,0
2019,0,136412,0,0,0,0,0,0,0,0,0
2012,0,292520,0,1,1,0,0,0,0,0,0
1989,0,340000,0,0,0,0,0,0,0,0,0
1997,0,257040,0,0,0,0,0,0,0,0,0
2003,3,277346,0,0,1,0,0,0,0,0,0
1997,1,228466,0,1,1,0,0,0,0,0,0
2000,8,166986,0,0,1,0,0,0,0,0,0
1966,11,125000,0,0,1,0,1,0,0,0,0
1985,15,205346,0,1,1,0,0,0,0,0,0
2003,28,187933,1,1,1,0,0,0,0,0,0
1993,22,97360,0,0,1,0,0,0,0,0,0
1995,13,246066,0,0,1,0,0,0,0,0,0
1987,80,241626,0,1,1,0,0,0,0,0,0
2003,0,231866,0,0,0,0,0,0,0,0,0
2010,9,191033,0,0,1,0,0,0,0,0,0
2012,2,195050,0,0,1,0,0,0,0,0,0
1964,0,220800,0,0,0,0,0,0,0,0,0
2023,1,150883,0,0,1,0,0,0,0,0,0
1986,23,307413,0,1,1,0,0,0,0,0,0
2003,25,290040,0,1,1,0,0,0,0,1,0
2019,0,199090,0,0,0,0,0,0,0,0,0
2001,0,595035,0,0,0,0,0,0,0,0,0
1998,1,245200,0,1,1,0,0,0,0,0,0
1987,3,475093,0,1,1,0,0,0,0,0,0
1989,3,228533,0,0,1,0,0,0,0,0,0
2005,36,117000,0,1,1,0,0,0,0,0,0
1992,29,267333,0,1,1,0,0,0,0,0,0
2006,0,285373,0,0,0,0,0,0,0,0,0
2000,0,376506,0,0,0,0,0,0,0,0,0
1984,57,158293,0,1,1,0,0,0,0,0,0
2006,0,123733,0,1,0,0,0,0,0,1,0
1988,16,204000,0,0,1,1,0,0,1,0,0
2009,27,204613,0,1,1,0,0,0,0,0,0
1998,2,122733,0,0,1,0,0,0,0,0,0
2009,8,413520,0,0,1,0,0,0,0,0,0
1999,0,192400,0,0,0,0,0,0,0,0,0
2010,2,241026,0,0,1,0,0,0,0,0,0
2006,2,128800,0,0,1,0,1,0,0,0,0
1973,11,207573,0,0,1,0,0,0,0,0,0
2001,0,151973,0,0,0,0,0,0,0,0,0
1971,18,146331,0,0,1,0,0,0,0,0,0
1983,28,236600,0,1,1,0,0,0,0,0,0
2007,0,570842,0,0,0,0,1,0,0,0,0
2003,2,287933,0,0,1,0,0,0,0,0,0
2004,0,150200,0,0,0,0,0,0,0,0,0
2006,0,177173,0,0,0,0,0,0,0,0,0
1981,1,175203,0,0,1,0,0,0,0,0,0
2008,50,247773,0,0,1,0,0,0,0,0,0
1987,21,294573,0,0,1,0,0,0,0,0,0
1997,10,395640,0,0,1,0,0,0,0,0,0
1995,7,368173,0,0,1,1,0,0,0,0,0
2005,63,160320,0,1,1,0,0,0,0,0,0
1997,5,345893,0,1,1,0,0,0,1,0,0
1997,25,255693,0,0,1,0,0,0,0,0,0
2003,0,393280,0,0,0,0,0,0,0,0,0
1977,58,199453,0,1,1,0,0,0,0,0,0
2007,0,244466,0,0,0,0,0,0,0,0,0
2008,77,278573,0,0,1,0,0,0,0,0,0
2009,0,334053,0,0,0,0,0,1,0,0,0
2008,0,172343,0,0,1,0,0,0,0,0,0
2010,0,243800,0,0,0,0,0,0,0,0,0
1991,12,316733,0,0,1,0,0,0,0,1,0
2017,0,131533,0,0,0,0,0,0,0,0,0
1982,31,182413,0,1,1,0,0,0,0,0,0
2005,0,153200,0,0,0,0,0,0,0,0,0
2008,1,205200,0,0,1,0,0,0,0,0,0
2006,0,187360,0,0,0,0,0,0,0,0,0
1994,63,319360,1,0,1,0,0,0,0,0,0
1994,0,431960,0,0,0,1,0,0,0,0,0
2009,27,250200,0,0,1,0,0,0,0,0,0
2009,3,383293,0,1,1,0,0,0,0,0,0
1999,0,307513,0,0,0,0,0,0,0,0,0
1973,16,227173,0,1,1,0,0,0,1,0,0
1996,12,377826,0,1,1,0,0,0,1,0,0
2009,2,238880,0,0,1,0,0,0,0,0,0
1994,30,442000,0,1,1,0,1,0,0,0,0
2024,40,189500,0,0,1,0,0,0,0,0,0
2009,4,242653,0,0,1,1,0,0,0,0,0
1996,24,159066,0,0,1,0,0,0,0,0,0
1979,20,228186,0,0,1,0,0,0,0,0,0
1999,7,241040,0,0,1,0,0,0,0,0,0
1997,0,261668,0,0,0,0,0,0,0,0,0
2009,1,226600,0,0,1,0,0,0,0,0,0
2009,18,219960,0,0,1,0,0,0,0,0,0
1997,1,270426,0,0,1,0,0,0,0,0,0
2000,0,288440,0,0,0,0,0,0,0,0,0
1995,14,261866,0,0,1,0,0,0,0,0,0
1977,24,166266,0,1,1,0,0,0,0,0,0
1988,4,223133,0,1,1,0,0,0,0,0,0
1995,0,366733,0,0,0,1,0,0,0,0,0
1965,2,162693,0,0,1,0,0,0,0,0,0
2009,1,161760,0,0,1,0,0,0,0,0,0
2000,1,46866,0,0,1,0,0,0,0,0,0
2009,0,296493,0,0,0,0,0,0,0,0,0
1977,1,244266,0,0,1,1,0,0,0,0,0
1990,11,211960,0,0,1,0,0,0,0,0,0
1991,11,214730,0,0,1,0,0,0,0,0,0
2000,2,116426,0,0,1,0,0,0,0,0,0
1998,5,109173,0,0,1,1,0,0,0,0,0
2006,0,250680,0,0,0,1,0,0,0,0,0
2006,7,196613,0,0,1,0,0,0,0,0,0
2022,17,206610,0,1,1,0,0,0,0,0,0
2006,1,197720,0,0,1,0,0,0,0,0,0
2009,0,277706,0,0,0,0,0,0,0,0,0
1977,22,281466,0,1,1,1,0,0,0,0,0
2004,1,271866,0,1,1,0,0,0,1,0,0
2007,1,194413,0,0,1,0,0,0,0,0,0
1992,2,227360,0,0,1,0,0,0,0,0,0
1982,13,349866,0,1,1,0,0,0,0,0,0
2001,42,207946,0,1,1,0,0,0,0,0,0
2008,0,165546,0,0,1,0,0,0,0,0,0
1997,0,114026,0,0,0,0,0,0,0,0,0
1994,10,239026,0,1,1,0,0,0,0,0,0
2009,4,226786,0,0,1,0,0,0,0,0,0
2024,0,266834,0,0,0,0,0,0,0,0,0
2003,1,195133,0,1,1,0,0,0,0,0,0
1973,37,392466,0,1,1,0,0,0,0,0,0
2000,16,416066,0,0,1,0,0,0,0,0,0
1994,21,221440,0,0,1,0,0,0,0,0,0
2007,36,274533,0,1,1,0,0,0,1,0,0
2010,0,461250,0,0,0,0,0,0,0,0,0
2001,25,226800,0,1,1,0,0,0,0,0,0
1983,21,119666,0,0,1,0,0,0,0,0,0
2001,3,208360,0,0,1,0,0,0,0,0,0
2002,8,265960,1,0,1,0,0,0,0,0,0
2007,0,162693,0,0,0,0,0,0,0,0,0
2005,19,184560,0,1,1,0,0,0,0,0,1
1988,15,203173,0,0,1,0,0,0,0,0,0
2006,3,208666,0,1,1,0,0,0,0,0,0
1992,39,276160,1,0,1,0,0,0,0,0,0
2008,20,384481,0,1,1,0,1,0,0,1,0
2024,18,114914,0,1,1,0,0,0,0,0,0
2021,64,275893,0,1,1,0,0,0,0,0,0
1984,2,310600,0,1,1,0,0,0,1,0,0
1960,42,163333,0,0,1,0,0,0,0,0,0
2014,0,163082,0,0,0,1,0,0,0,0,0
2004,8,142213,0,0,1,0,1,0,0,0,0
1977,1,294360,0,0,1,1,0,0,0,0,0
2005,36,293173,0,1,1,0,0,0,0,0,0
2002,20,128946,0,0,1,1,0,0,0,0,0
2003,1,343573,0,1,1,0,0,0,1,0,0
2018,5,145626,0,0,1,1,0,0,0,0,0
1984,65,240800,0,0,1,0,0,0,0,0,0
2006,0,165500,0,0,0,0,0,0,1,0,0
1995,1,524826,0,0,1,0,0,0,0,0,0
2005,37,82800,0,1,1,0,0,0,0,0,0
1999,8,324186,0,1,1,0,0,0,0,0,0
2020,0,263695,0,0,0,0,0,0,0,0,0
1985,43,314146,0,0,1,0,0,0,0,0,0
2008,14,295160,0,0,1,0,0,0,1,0,0
2006,0,288218,0,0,0,0,0,0,0,0,0
2003,50,224560,0,1,1,0,0,0,0,0,0
1996,0,242293,0,0,1,0,0,0,0,0,0
2008,0,146333,0,0,0,1,0,0,0,0,0
2004,18,276466,0,0,1,0,0,0,0,0,0
2003,19,170906,0,0,1,0,0,0,0,0,0
2008,0,200440,0,0,0,1,0,0,0,0,0
2007,19,168120,0,1,1,0,0,0,0,0,0
2001,1,182125,0,0,1,0,0,0,0,0,0
2002,10,190293,0,0,1,0,0,0,0,0,0
1993,0,178756,0,0,0,0,0,0,0,0,0
2008,5,266010,0,0,1,0,0,0,0,0,0
2007,37,154373,0,0,1,0,0,0,0,0,0
2010,13,128893,0,0,1,0,0,0,0,0,0
2003,3,269400,0,0,1,1,0,0,0,0,0
2014,3,171213,0,1,1,0,0,0,0,0,0
2005,18,197626,0,1,1,0,0,0,0,0,0
2007,0,169586,0,0,0,0,0,0,0,0,0
2001,2,255106,0,1,1,0,0,0,0,0,0
2005,10,154973,0,1,1,0,0,0,0,0,0
2000,25,120866,1,0,1,0,0,0,0,0,0
2008,18,229453,0,0,1,0,0,0,0,0,0
2005,31,269816,0,0,1,0,0,0,0,0,0
2003,5,74680,0,0,1,0,0,0,0,0,0
1982,30,291840,0,1,1,1,0,0,0,0,0
1998,54,279813,0,1,1,0,0,0,0,0,0
1999,0,162133,0,0,0,0,0,0,1,0,0
2002,2,262253,0,0,1,0,0,0,0,0,0
2008,2,187426,1,0,1,0,0,0,0,0,0
2009,11,145440,0,0,1,0,0,0,0,0,0
1999,10,338560,0,1,1,0,0,0,1,0,0
2000,0,196598,0,0,0,0,0,0,0,0,0
2003,8,210546,0,1,1,0,0,0,0,0,0
1991,36,90893,0,0,1,0,0,0,0,0,0
2000,0,191966,0,0,1,1,0,0,0,0,0
2005,30,219813,0,0,1,0,0,0,0,0,0
2006,0,196653,0,0,0,0,0,0,1,0,0
2024,0,494865,0,0,0,0,0,0,0,0,0
1959,19,197266,0,0,1,1,0,0,0,0,0
2008,0,243253,0,0,0,0,0,0,0,0,0
1986,10,122500,0,0,1,0,0,0,0,0,0
2001,11,271693,0,0,1,1,0,0,0,0,0
1999,44,259800,1,1,1,0,0,0,0,0,0
2009,11,166426,0,0,1,0,0,0,0,0,0
2000,47,247120,1,0,1,0,0,0,0,0,0
2003,12,316373,0,0,1,0,1,0,0,0,0
2006,4,31440,0,0,1,0,0,0,0,0,0
1984,21,192680,0,0,1,0,0,0,0,0,0
2004,47,278226,0,0,1,0,0,0,0,0,0
1988,13,207333,0,0,1,0,0,0,0,0,0
2001,4,211746,0,0,1,0,0,0,0,0,0
2007,34,133813,0,0,1,0,0,0,0,0,0
2009,0,1054386,0,0,0,0,0,0,0,0,0
2008,3,279693,0,0,1,0,0,0,0,0,0
2002,10,107786,0,0,1,0,0,0,0,0,0
2000,5,220400,0,0,1,0,0,0,1,0,0
1929,2,152733,0,0,1,0,0,0,1,0,0
1991,3,240600,0,0,1,0,0,0,0,0,0
2009,1,212266,0,0,1,1,0,0,0,0,0
2013,20,165640,1,0,1,0,0,0,0,0,0
2002,0,261160,1,0,0,0,0,0,0,0,0
1992,49,329400,0,1,1,0,0,0,0,0,0
2016,21,152764,0,0,1,0,0,0,0,0,0
2013,0,206533,0,0,1,0,0,0,0,0,0
2008,0,155960,0,1,0,0,0,0,0,0,0
2009,19,220453,0,0,1,0,0,0,0,0,0
1999,0,436160,0,0,0,0,0,0,0,0,0
2007,0,357120,0,0,0,0,0,0,0,0,0
1961,10,266840,0,0,1,0,0,1,0,0,0
1995,19,159466,0,0,1,0,0,0,0,0,0
2002,0,24137,0,0,0,0,0,0,0,0,0
2002,0,149240,0,0,0,0,0,0,0,0,0
1982,5,244266,0,1,1,0,0,0,0,0,0
2000,15,237973,0,1,1,0,0,0,0,0,0
1990,3,250866,0,0,1,0,0,0,0,0,0
2000,71,290426,1,0,1,0,0,0,0,0,0
2007,1,212920,0,0,1,0,0,0,0,0,0
2001,3,152666,0,0,1,0,0,0,0,0,0
1987,4,161800,0,0,1,0,0,0,0,0,0
2001,7,94506,0,0,1,0,0,0,0,0,0
2001,14,228960,0,1,1,0,0,0,0,0,0
2001,2,106600,0,0,1,0,0,0,0,0,0
2008,0,117013,0,0,0,0,0,0,0,0,0
2004,0,170213,0,0,0,0,0,0,0,0,0
1991,4,362080,0,0,1,0,0,0,0,0,0
1982,5,248706,0,0,1,0,0,0,0,0,0
2008,0,159346,0,0,0,0,0,0,0,0,0
2002,0,380813,0,0,1,0,0,0,0,0,0
2017,18,170613,0,0,1,0,0,0,1,0,0
2007,39,252186,0,0,1,0,0,0,0,0,0
2004,6,77946,0,0,1,0,0,0,0,0,0
1995,29,308733,0,1,1,0,0,0,0,1,0
2006,4,141240,0,0,1,1,0,0,1,0,0
2003,12,265186,0,0,1,0,0,0,0,0,0
1989,13,296066,0,0,1,0,0,0,0,0,0
1995,0,311493,0,0,0,0,0,1,0,0,0
1994,41,330266,0,0,1,0,0,0,0,0,0
2011,0,130933,0,0,0,0,0,0,0,0,0
2008,12,410000,0,0,1,0,0,0,0,0,0
2003,11,182360,0,0,1,0,0,0,0,0,0
2005,40,260333,0,1,1,0,0,0,0,0,0
2004,6,189066,0,0,1,0,0,0,0,0,0
1993,10,343373,0,0,1,0,0,0,0,0,0
2001,2,257213,0,0,1,0,0,0,0,0,0
1992,20,207186,0,1,1,0,0,0,0,1,0
2009,3,188760,0,0,1,0,0,0,0,0,0
1980,7,244866,0,0,1,0,0,0,0,0,0
1970,36,181306,0,1,1,0,0,0,0,0,0
2019,23,261112,0,1,1,0,0,0,0,0,0
2010,0,226173,0,0,0,1,0,0,0,0,0
2005,20,311320,0,0,1,0,0,0,0,0,0
1998,1,108800,0,0,1,0,0,0,0,0,0
2007,20,317306,0,0,1,0,0,0,0,0,0
2018,61,208544,0,0,1,0,0,0,0,0,0
2000,1,277760,0,0,1,0,0,0,0,0,0
2006,19,187733,1,0,1,0,0,0,0,0,0
2008,2,200746,0,0,1,0,0,0,0,0,0
2013,4,246066,1,0,1,0,0,0,0,0,0
2017,1,308533,0,0,1,0,0,0,0,0,0
2009,24,340093,0,0,1,0,0,0,0,0,0
1999,0,341760,0,0,0,1,0,0,0,0,0
2006,0,229399,0,0,0,0,0,0,0,0,0
2009,52,229853,0,1,1,0,0,0,0,0,0
1998,1,224666,0,0,1,0,0,0,0,0,0
2008,12,156293,0,0,1,0,0,0,0,0,0
1995,0,204146,0,0,0,0,0,0,0,0,0
2020,1,357360,0,0,1,0,0,0,0,0,0
2009,0,277106,0,1,0,0,0,0,0,0,0
1982,8,226203,0,1,1,0,0,0,0,0,0
2015,0,165930,0,0,0,0,0,0,1,0,0
2006,61,184000,1,1,1,0,0,0,0,1,0
2009,1,175720,0,1,1,0,0,0,0,0,0
2008,24,274733,1,0,1,0,0,0,0,0,0
1973,2,201373,0,0,1,0,0,0,0,0,0
2008,12,199706,0,0,1,0,0,0,0,0,0
2012,0,1598200,0,0,0,0,0,0,0,0,0
1993,0,169979,0,0,0,0,0,0,1,0,0
2007,3,202240,0,0,1,0,0,0,0,0,0
2008,0,446933,0,0,0,0,0,0,0,0,0
1980,11,217133,0,1,1,0,0,0,0,0,0
1999,3,248346,0,0,1,0,0,0,0,0,0
1989,0,163626,0,0,0,0,1,0,0,0,0
2003,41,260160,0,0,1,0,0,0,0,0,0
2005,20,188933,0,1,1,0,0,0,0,0,0
2009,18,349360,0,0,1,0,0,0,0,0,0
1997,22,203040,0,0,1,0,0,0,0,0,0
2007,19,148933,0,0,1,0,0,0,0,0,0
2003,0,182333,0,0,0,0,0,0,0,0,0
1986,45,267946,0,1,1,0,0,0,0,0,0
2009,0,1035800,0,0,1,0,0,0,0,0,0
2006,8,259013,0,1,1,0,0,0,0,0,0
2006,12,54266,0,0,1,0,0,0,0,0,0
1997,0,348293,0,0,0,0,0,0,0,0,0
1989,12,256333,0,0,1,0,0,0,0,0,0
2005,0,155587,0,0,0,0,0,0,0,0,0
2002,0,385186,0,0,0,0,1,0,0,0,0
2002,48,325093,0,1,1,0,0,0,0,0,0
2006,11,325120,0,0,1,0,0,0,0,0,0
1998,28,210066,0,1,1,0,0,0,0,1,0
2005,0,423199,0,0,0,0,0,0,0,0,0
2009,8,297413,0,1,1,0,0,0,0,0,0
2012,0,416026,0,0,0,0,0,0,1,0,0
2000,17,204360,1,0,1,0,0,0,0,0,0
2001,0,78760,0,0,0,0,0,0,0,0,0
2009,1,611608,0,0,1,0,0,0,0,0,0
2010,0,163409,0,0,1,0,0,0,0,0,0
1997,14,258253,0,0,1,0,0,0,0,0,0
2001,5,88746,0,0,1,0,0,0,0,0,0
2003,0,257773,0,0,0,0,0,0,1,0,0
2012,0,291306,0,0,0,0,0,0,0,0,0
2007,1,132226,1,0,1,0,0,0,0,0,0
2021,0,264333,0,1,1,0,0,0,0,0,0
2010,7,481258,0,0,1,0,1,0,0,0,0
2008,14,262973,0,0,1,0,0,0,0,0,0
1979,2,225933,0,0,1,1,0,0,0,0,0
2004,26,175013,0,0,1,0,0,0,0,0,0
1990,9,289960,0,0,1,0,0,0,0,0,0
2008,16,202933,0,0,1,0,0,0,0,0,0
2012,4,199400,0,0,1,0,0,0,0,0,0
1995,0,233333,0,1,0,0,0,0,1,0,0
2003,0,265373,0,0,0,0,0,0,0,0,0
1997,0,121906,0,0,0,0,0,0,0,0,0
2000,3,455026,0,0,1,0,0,0,0,0,0
2006,16,191386,0,0,1,0,0,0,0,0,0
2019,4,212787,0,0,1,0,0,0,0,0,0
1988,29,242160,0,0,1,0,0,0,0,0,0
2021,19,294126,0,0,1,0,0,0,0,0,0
1997,0,370866,0,0,0,0,0,0,0,0,0
2006,4,283706,0,0,1,0,0,0,0,0,0
2001,0,162333,0,0,0,0,0,0,0,0,0
1999,38,267733,1,0,1,0,0,0,0,0,0
1999,19,245400,0,1,1,0,0,0,1,0,0
2008,49,298053,0,0,1,0,0,0,0,0,0
2009,0,128639,0,0,0,0,0,0,0,0,0
2006,75,220426,0,1,1,0,0,0,0,0,0
2008,0,103586,0,0,0,0,0,0,0,0,0
1960,42,236093,0,0,1,1,0,0,0,0,0
1990,0,368333,0,1,0,0,0,0,0,0,0
2001,0,420626,0,0,0,0,0,0,0,0,0
2006,11,264426,0,0,1,0,0,0,0,0,0
1996,42,118706,1,0,1,0,0,0,0,0,0
2008,0,213613,0,0,0,0,0,0,0,0,0
2010,0,200906,0,1,1,0,0,0,0,0,0
2012,0,247760,0,1,0,0,0,0,0,0,0
2000,1,258506,0,0,1,1,0,0,0,0,0
2005,0,220133,0,0,0,0,0,0,0,0,0
2005,12,407093,0,0,1,0,0,0,0,0,0
2001,16,296986,0,1,1,0,0,0,0,0,0
1994,0,227373,0,0,0,0,0,0,0,0,0
2008,0,161786,0,0,0,0,0,0,0,0,0
2003,1,240133,0,0,1,0,0,0,0,0,0
2011,0,480140,0,0,0,0,0,0,0,0,0
2018,0,163775,0,0,0,0,0,0,0,0,0
2007,0,104653,0,0,0,0,0,0,0,0,0
1988,1,122600,0,0,1,0,0,0,0,0,0
2009,2,152737,0,0,1,0,0,0,0,0,0
1994,24,251733,0,0,1,1,0,0,0,0,0
2002,27,33373,1,0,1,0,0,0,0,0,0
1982,48,316426,0,1,1,0,0,0,0,0,0
2010,0,443350,0,0,0,0,0,0,0,0,0
1951,3,203026,0,0,1,0,0,0,1,0,0
2000,14,184346,0,1,1,0,0,0,0,1,0
2009,0,279586,0,1,0,0,0,0,0,0,0
2022,39,171353,0,0,1,0,0,0,0,0,0
