spotify_title,spotify_artist,release_date,popularity,duration_ms,explicit,is_rock,is_pop,is_jazz,is_electronic,is_classical,is_blues,is_indie,is_hot
Many Are We,Keep Of Kalessin,2006,7,292426,1,0,1,0,0,0,0,0,0
Play The Part,Eyes Set To Kill,2010,19,159053,0,0,1,0,0,0,0,0,0
Cajun Honey,Rod Bernard,2000,0,102959,0,0,1,0,0,0,0,0,0
Sloppy (I Saw My Baby Gettin'),DEVO,1993,12,160266,0,1,1,0,0,0,0,0,0
Caseta del Plater,Pep Laguarda & Tapineria,2004,5,340933,0,0,1,0,0,0,0,0,0
2 People - The One Extended Mix,Ann Lee,2009,2,376992,0,0,1,0,0,0,0,0,0
In Fate's Hands,The Red Jumpsuit Apparatus,2006,47,209226,0,0,1,0,0,0,0,0,0
"Tem Dó De Mim - Live At El Matador, San Francisco, CA / 1965",Sérgio Mendes,1965,6,161586,0,0,1,1,0,0,0,0,0
Salvation,Chroma Key,2004,6,160506,0,0,1,0,0,0,0,0,0
Till There Was You - Gabriel & Dresden Club,Rachael Starr,2006,26,531951,0,0,1,0,0,0,0,0,0
A história do incêndio do jequitibá de Carangola,Hélio Ziskind,2002,7,596546,0,0,1,0,0,0,0,0,0
Shame,ABREU,2007,6,203493,0,0,1,0,0,0,0,0,0
"Arise, My Love (Song Of Solomon)",Michael Card,1990,17,210933,0,0,1,0,0,0,0,0,0
Two Guitars Shuffle - Take 2,Lonnie Brooks,2000,29,376866,0,0,1,0,0,0,1,0,0
What If I Forget the Champagne,Stanley Clarke,1976,3,312533,0,0,1,1,0,0,0,0,0
Listen,Mykill Miers,2006,0,236506,0,0,0,0,0,0,0,0,0
Elementro - Original Mix,Ten Madison,2004,0,405373,0,0,0,0,0,0,0,0,0
Meteor Of War,Rancid,2000,18,81066,0,0,1,0,0,0,0,0,0
Kangaroo Blues,Moon Mullican,2007,0,173253,0,0,0,0,0,0,0,0,0
Remember (Walkin' In The Sand) - The Oh No Song,The Shangri-Las,1996,46,138133,0,1,1,0,0,0,0,0,0
Tappin' Out,The Katies,1999,0,199866,0,0,0,0,0,0,0,1,0
Strangers In The House - From “Casper” Soundtrack,James Horner,1995,18,156466,0,0,1,0,0,0,0,0,0
A.C.A.B. - Live,4 Skins,1982,26,112306,0,0,1,0,0,0,0,0,0
Nanã,Maocir Santos,2007,2,198626,0,0,1,0,0,0,0,0,0
NOT IN LOVE,The Scare,2007,0,218917,1,0,0,0,0,0,0,0,0
Are You There (With Another Girl),Burt Bacharach,1967,18,172960,0,0,1,0,0,0,0,0,0
Introduction,The Chi-Lites,2007,0,251266,0,0,0,0,0,0,0,0,0
No Good In Goodbye - With Jewel,Jason Michael Carroll,2007,13,229880,0,0,1,0,0,0,0,0,0
Copacabana,Sivuca Les Rythmes brsiliens de Silvio Silveira,2017,0,140506,0,0,0,0,0,0,0,0,0
I Wanna Be Where You Are,Michael Jackson,1972,39,180333,0,0,1,0,0,0,0,0,0
Tenderly,Eddie Calvert,2022,0,173986,0,0,0,1,0,0,0,0,0
Danny's All-Star Joint,Rickie Lee Jones,1979,27,246626,0,0,1,0,0,0,0,0,0
I'd Rather Have Jesus,Loretta Lynn,2004,6,155973,0,1,1,0,0,0,0,0,0
Miesten Tähden,Rauni Pekkala,2014,0,156821,0,0,1,0,0,0,0,0,0
Song For Paul,Alex Gopher,2007,1,166933,0,0,1,0,0,0,0,0,0
Charly,The Prodigy,1991,37,239133,0,1,1,0,0,0,0,0,0
Thrill Me - 2008 Remaster,Simply Red,1991,37,303959,0,1,1,0,0,0,0,0,0
Covered - The Beauty Of Simplicity Album Version,Telecast,2003,5,197920,0,0,1,0,0,0,0,0,0
Girl Tonite (feat. Trey Songz),Twista,2005,44,221373,1,0,1,0,0,0,0,0,0
From The Gardner Meditations: African Tarantella,Stefon Harris,2006,9,538240,0,0,1,1,0,0,0,0,0
Beautiful Lies,Eddie,2009,0,318760,0,0,0,0,0,0,0,1,0
Alma de Metal,Bobby Pulido,1999,6,216266,0,0,1,0,0,0,0,0,0
Toby,The Chi-Lites,1974,24,230613,0,0,1,0,0,0,0,0,0
La Fruta Bomba,Fruko Y Sus Tesos,2017,1,208930,0,0,1,0,0,0,0,0,0
World Destruction,Time Zone,2001,36,333080,0,0,1,0,0,0,0,0,0
Wartime Blues,Blind Lemon Jefferson,2022,0,187686,0,0,0,0,0,0,1,0,0
Only You,Nana Mouskouri,2005,1,175146,0,0,1,0,0,0,0,0,0
Change Your Mind,KMD,1995,0,239133,0,0,0,0,0,0,0,0,0
Na Primeira Manhã,Alceu Valença,1980,30,264333,0,0,1,0,0,0,0,0,0
Wildflower,Bon Jovi,2005,27,253800,0,1,1,0,0,0,0,0,1
Dolores,The Merry Macs,1937,0,191933,0,0,0,0,0,0,0,0,0
Tables Turn,Ann Nesby,2005,3,243013,0,0,1,0,0,0,0,0,0
Heal (The Separation) - PM Dawn Alt. Lead Mix,The Shamen,1996,0,283333,0,1,1,0,0,0,0,0,0
Rock the House,Gorillaz,2001,54,249200,1,1,1,0,0,0,0,0,0
East West - 2006 Remaster,Thomas Battenstein,2019,0,343733,0,0,0,0,0,0,0,0,0
Carol of the Bells,Danny Wright,2004,8,240546,0,0,1,0,0,0,0,0,0
The Invasion,Burning Spear,1975,32,201120,0,0,1,0,0,0,0,0,0
Motivator,Midwest Product,2003,1,301733,0,0,1,0,0,0,0,1,0
IV,From Autumn To Ashes,2001,11,147640,0,0,1,0,0,0,0,0,0
La petite boite en fer,Mademoiselle Sane,2007,0,218000,0,0,0,0,0,0,0,0,0
"Jesus, Lover Of My Soul",Passion,2000,6,257160,0,0,1,0,0,0,0,0,0
The Other Side Of That Hill,Barbara Fairchild,2006,0,329240,0,0,1,0,0,0,0,0,0
Own Me,The Frequency,2004,0,284680,0,0,0,0,0,0,0,0,0
Someday (I Will Understand),Britney Spears,2005,32,216933,0,0,1,0,0,0,0,0,0
Fall Line - Live feat. Matt Costa,Jack Johnson,2006,10,140640,0,0,1,0,0,0,0,0,0
Don't It (Make Your Troubles Seem Small),Soul Asylum,1986,0,167920,0,1,1,0,0,0,0,0,0
Morghe Eshgh,Mohammad Nouri,1996,0,224026,0,0,1,0,0,0,0,0,0
"Watch the Sunrise - Live at Lafayette's Music Room, Memphis, TN, January 1973",Big Star,2009,0,241613,0,1,1,0,0,0,0,0,0
Das ist mein Viertel (feat. Capkekz),Eko Fresh,2006,9,236160,0,0,1,0,0,0,0,0,0
Me vuelves loco,Caballo Dorado,2000,8,190226,0,0,1,0,0,0,0,0,0
Sista,City High,2024,3,231333,0,0,1,0,0,0,0,0,0
I'mma Break It Down,Eazy-E,1988,36,207493,1,0,1,0,0,0,0,0,0
Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,2007,80,219413,0,0,1,0,0,0,0,0,0
It Ain't What It Seems,Pat Travers,1977,9,253826,0,1,1,0,0,0,1,0,0
November Has Come,Gorillaz,2005,65,165093,0,1,1,0,0,0,0,0,0
The Very Conscious,The Antripodean Collective,2008,0,720533,0,0,0,0,0,0,0,0,0
Back a Yard,The In Crowd,1978,25,267080,0,1,1,0,0,0,0,0,0
Given Up,Linkin Park,2007,75,189293,1,1,1,0,0,0,0,0,0
South Bound Water,Lonnie Johnson,1991,0,166113,0,0,0,1,0,0,1,0,0
Ja Nun Hons Pris,Bryan Ferry,2002,6,35706,0,1,1,0,0,0,0,0,0
It's Good To Know Jesus,Mississippi Mass Choir,1991,32,221906,0,0,1,0,0,0,0,0,0
Things You Do To Me,Martin Sexton,2002,8,256653,0,0,1,0,0,0,0,0,0
O For a Thousand Tongues,Glad,1988,12,200826,0,0,1,0,0,0,0,0,0
Tripping Billies,Dave Matthews Band,1996,31,300440,0,1,1,0,0,0,0,0,0
Kaloobafak (I'm Confessin' That I Love You),Jim Kweskin,1967,0,235320,0,0,0,0,0,0,0,0,0
Nobody in Mind,Big Joe Turner,2005,3,221853,0,0,1,0,0,0,1,0,0
Run a Mile - Remastered,The Pineapple Thief,2006,4,399826,0,1,1,0,0,0,0,0,0
我有今日 - 2022 Live,Justin Lo,2023,15,282320,0,0,1,0,0,0,0,0,0
Cranford: Deborah's Vigil,Carl Davis,2010,0,167293,0,0,0,0,0,0,0,0,0
All is One,ātman,1998,9,437026,0,0,1,0,0,0,0,0,0
Washes Over Me - Wamdue09 Remix Extended,Heather Johnson,2021,2,375443,0,0,1,0,0,0,0,0,0
Junior Crehan's Favourite - Corney Is Coming,Planxty,1973,16,161146,0,0,1,0,0,0,0,0,0
Jag Vet En Dejlig Rosa,Traditional,2019,0,176560,0,0,0,0,0,0,0,0,0
Hannikaisen baari,Hector,1976,21,282666,0,1,1,0,0,0,0,0,0
落錯車 - Instrumental,Sammi Cheng,2009,2,192480,0,0,1,0,0,0,0,0,0
It Could All Get Blown Away,The Jeff Healey Band,1992,16,283106,0,1,1,0,0,0,1,0,0
Bob Your Head,Run–D.M.C.,1990,7,226560,1,0,1,0,0,0,0,0,0
Make It Up,Anthony Cruz,2008,0,264680,0,0,0,0,0,0,0,0,0
Le Roi A Fait Battre Tambour,Jacques Douai,2008,0,143480,0,0,0,0,0,0,0,0,0
Dope Nose,Weezer,2002,44,137400,0,1,1,0,0,0,0,0,0
Never Alone,Walter Hawkins,2008,4,301626,0,0,1,0,0,0,0,0,0
Love Lifted Me,Eddy Raven,2007,10,143906,0,0,1,0,0,0,0,0,0
Wings Off Flies,Nick Cave & The Bad Seeds,2009,16,246653,0,1,1,0,0,0,0,0,0
Working on the Highway,Bruce Springsteen,1984,45,192266,0,1,1,0,0,0,0,0,0
"Trade It All, Pt. 2 (feat. P. Diddy & Jagged Edge)",Fabolous,2003,47,275266,1,0,1,0,0,0,0,0,0
新不了情,Fiona Sit,2008,9,232493,0,0,1,0,0,0,0,0,0
The Pig,Showbread,2008,6,297653,0,0,1,0,0,0,0,0,0
I'll Be Glad,Elvin Bishop,2005,1,335706,0,1,1,0,0,0,0,0,0
Gaya's Dream,The Gathering,2024,8,368817,0,0,1,0,0,0,0,0,0
Anyone Who Had a Heart,Cal Tjader,1968,3,194271,0,0,1,1,0,0,0,0,0
Nothing Matters Anymore,Showbread,2009,4,252400,0,0,1,0,0,0,0,0,0
Fortunate Fool,Jack Johnson,2011,49,229507,0,0,1,0,0,0,0,0,0
"Tu Vuo, Fa, L, Americano",Rita Chiarelli,2011,2,278333,0,0,1,0,0,0,1,0,0
High Horse,Workhorse,2007,5,251413,0,0,1,0,0,0,0,0,0
"Intro, Whatcha Gonna Do About It - Live",Humble Pie,2020,0,285426,1,0,0,0,0,0,0,0,0
Bodyfly (feat. Inda Matrix) - Conrado Martinez Dub Mix,Dynamix,2011,0,475106,0,0,0,0,0,0,0,0,0
Brampton To Roadhead,Gathering,2009,0,245600,0,0,0,0,0,0,0,0,0
Stop That Thing,Sleepy John Estes,2020,0,112533,0,0,0,0,0,0,1,0,0
Drumroll (We're All Thirsty),P.O.S,2009,17,157080,1,0,1,0,0,0,0,0,0
Tu Quieres Volver,Gipsy Kings,1987,45,192466,0,0,1,0,0,0,0,0,0
Cable,Languis,2007,0,199000,0,0,0,0,0,0,0,0,0
Romanza,Hard Romantic,2010,0,269560,0,0,0,0,0,0,0,0,0
Walking To Jerusalem - Single Version,Tracy Byrd,1995,25,206666,0,0,1,0,0,0,0,0,0
Calm Down Dad,Helen Love,2009,0,145333,0,1,0,0,0,0,0,1,0
Dragonfly - Live,Connemara Stone Company,2021,0,192093,0,1,0,0,0,0,0,0,0
Intro,DJ Clue,1998,9,63133,0,0,1,0,0,0,0,0,0
BigBigKiss,Helen Love,2000,7,213400,0,1,1,0,0,0,0,1,0
To Go Home,Daniel Johnston,1982,8,270691,0,1,1,0,0,0,0,0,0
Duh Duh Da - Joe Smooth's Mix,Lidell Townsell,2004,0,214760,0,0,0,0,0,0,0,0,0
Pete's Crusade,Light Of The World,1992,22,248866,0,0,1,0,0,0,0,0,0
She Don't Belong To You,Sue Foley,1998,0,224933,0,0,0,0,0,0,1,0,0
Q1.1 - Edit,Basic Channel,1995,12,62866,0,0,1,0,0,0,0,0,0
Blowin' In the Wind,Ben Sidran European Quintet,2010,1,319226,0,0,1,0,0,0,0,0,0
Let It All Go,Krayzie Bone,2010,8,175746,1,0,1,0,0,0,0,0,0
You're Nobody Till Somebody Loves You,The Mills Brothers,1995,16,143600,0,0,1,0,0,0,0,0,0
Here You Come Again,Barry Mann,1984,0,178320,0,0,1,0,0,0,0,0,0
Hummingbird,Jimmy Page,1988,18,322626,0,1,1,0,0,0,1,0,0
Tabernacle Song,Fake Problems,2009,15,193466,0,0,1,0,0,0,0,0,0
I'm Gonna Take My Time,Anthony Watson,2004,1,259838,0,0,1,0,0,0,0,0,0
Dig Up Her Bones,Misfits,1997,55,180240,0,0,1,0,0,0,0,0,0
Cien Años,Selena,1990,36,191133,0,0,1,0,0,0,0,0,0
Collides With Beauty,ATB,2004,23,349000,0,0,1,0,0,0,0,0,0
A Little Of You - Remastered Version,Eurythmics,1986,23,234693,0,1,1,0,0,0,0,0,0
2 Fists Full Of Nothing,The Bruisers,1993,3,289026,0,0,1,0,0,0,0,0,0
In My Heart,Paul Avgerinos,2001,0,338960,0,0,0,0,0,0,0,0,0
Amaze,Jimmy Riley,2015,0,218893,0,1,0,0,0,0,0,0,0
El estanque,Heroes Del Silencio,1988,42,253333,0,1,1,0,0,0,0,0,0
Forgive Me - Medium Key Performance Track With Background Vocals,Steve Green,2005,0,212826,0,0,0,0,0,0,0,0,0
I'll Pray For You,The Perrys,2008,0,248333,0,0,0,0,0,0,0,0,0
My Own Way,Evolution,2009,0,209706,0,0,0,0,0,0,0,0,0
Pick Me Up On Your Way Down - Live,Country's Family Reunion,2023,1,143676,0,0,1,0,0,0,0,0,0
Beloki,Peloton,2007,0,238480,0,0,0,0,0,0,0,0,0
Ich bleib so wie ich bin (feat. Ado),Eko Fresh,2007,5,215933,0,0,1,0,0,0,0,0,0
Shenandoah,The Statler Brothers,1996,19,199200,0,1,1,0,0,0,0,0,0
Schauet Her!,Der Plan,2005,0,34333,0,0,0,0,1,0,0,0,0
Nadal De Luintra,Berrogüetto,1992,25,246120,0,0,1,0,0,0,0,0,0
Smith & Wesson,Frenchy,2012,0,246266,0,0,0,0,0,0,0,0,0
Vietnamese Baby,New York Dolls,1973,25,218026,0,1,1,0,0,0,0,0,0
Bring Out Your Dead,Cadacross,2002,0,217933,0,0,0,0,0,0,0,0,0
Angry Chair (2022 Remaster),Alice In Chains,1992,53,287800,0,1,1,0,0,0,0,0,0
Spawn (Again),Silverchair,1999,20,207573,0,1,1,0,0,0,0,0,0
Suck My Blood,Beherit,2009,18,266746,0,0,1,0,0,0,0,0,0
Friends Of All Races,Rocky Whatule,2009,0,283760,1,0,0,0,0,0,0,0,0
Love Shines Through - Dream Album Version,Michelle Tumes,2001,2,232173,0,0,1,0,0,0,0,0,0
White Jetta,Casiotone For The Painfully Alone,2009,9,197253,0,0,1,0,0,0,0,1,0
non-existent track,Aphasia,2001,0,244333,0,0,0,0,0,0,0,0,0
Jane 5,EPMD,1997,12,161293,0,0,1,0,0,0,0,0,0
Canon In D Major (J. Pachelbel),Mariano Yanani,2003,11,192373,0,0,1,0,0,0,0,0,0
Need to Shout,Architecture In Helsinki,2005,4,249746,0,0,1,0,0,0,0,1,0
Gallows,Atreyu,2009,24,208653,0,0,1,0,0,0,0,0,0
La nuit,Patrick Eudeline,2006,0,188346,0,0,0,0,0,0,0,0,0
La chanson des genêts,Jean Lumière,2009,0,183040,0,0,0,0,0,0,0,0,0
"You Know How I Do - Live At Bamboozle, East Rutherford, NJ / 2009",Taking Back Sunday,2009,11,227573,0,0,1,0,0,0,0,0,0
Io vivo,Piero Esteriore,2009,3,246613,0,0,1,0,0,0,0,0,0
Ay Nare Nare,Grup Knar,1999,7,381701,0,0,1,0,0,0,0,0,0
Breath Of Fresh Air,Warrior King,2005,8,225786,0,1,1,0,0,0,0,0,0
She Left Me a Mule,Sonny Landreth,2023,4,212640,0,1,1,0,0,0,1,0,0
Destiny,Buju Banton,1900,44,238266,0,0,1,0,0,0,0,0,0
"Church Sonata in E-flat Major, K. 67 - Live",Wolfgang Amadeus Mozart,2006,0,142666,0,0,0,0,0,1,0,0,0
"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,1995,68,246240,0,1,1,0,0,0,0,0,0
Maracaia,Timbalada,2006,14,243093,0,0,1,0,0,0,0,0,0
There Are More Questions Than Answers,Johnny Nash,1972,22,167266,0,0,1,0,0,0,0,0,0
Ya Basta,Jay Pérez,1994,10,195200,0,0,1,0,0,0,0,0,0
Trois Noëls québècois: II. Gabriel,Samuel Barber,2020,0,125706,0,0,0,0,0,1,0,0,0
Lebaran Sebentar Lagi,BIMBO,2007,11,189646,0,0,1,0,0,0,0,0,0
Sommarens sista mås,Arne Weise,2002,0,198253,0,0,0,0,0,0,0,0,0
Wang Wang Blues,Hank Penny & His California Cowhands,2000,0,128213,0,0,0,0,0,0,0,0,0
Suba,Jason Miles,2005,0,256146,0,0,0,0,0,0,0,0,0
Beauty And The Beast - Remastered,Nightwish,1997,31,382666,0,0,1,0,0,0,0,0,0
The Lonesome Boatman,The Fureys,2004,24,197213,0,0,1,0,0,0,0,0,0
General Chariot Corp.,Bob Newhart,1900,0,324288,0,0,0,0,0,0,0,0,0
She Don't Move Me No More,B.B. King,2011,2,187898,0,1,1,1,0,0,1,0,0
Police Story,Black Flag,1981,33,92626,1,1,1,0,0,0,0,0,0
Through the Looking Glass,Chris Standring,2002,19,266040,0,0,1,1,0,0,0,0,0
Alma Mater,Moonspell,1995,41,337306,0,1,1,0,0,0,0,0,0
Ormhäxan,Finntroll,2007,12,278960,0,0,1,0,0,0,0,0,0
Wish,Beautiful Creatures,2001,4,263957,0,1,1,0,0,0,0,0,0
Prospection,Henri Pousseur,2010,0,299013,0,0,0,0,0,1,0,0,0
Dontchaletmecatchya,The Wiyos,2009,3,187413,0,0,1,0,0,0,0,0,0
Louie Louie,Eddie & The Subtitles,2015,0,140186,0,1,0,0,0,0,0,0,0
This Ain't A Love Song,Bon Jovi,1995,59,306240,0,1,1,0,0,0,0,0,0
Chase the Light,Dope Stars Inc.,2006,4,233466,0,0,1,0,0,0,0,0,0
Good Texan,The Vaughan Brothers,1990,36,261920,0,1,1,0,0,0,1,0,0
Neglected,Marygold,2003,0,225140,0,0,0,0,0,0,0,0,0
Intro/Hello Young Lovers - Medley,Bobby Darin,2005,3,124866,0,1,1,1,0,0,0,0,0
Je suis le passeur du printemps,Jean Lumière,2009,0,143533,0,0,0,0,0,0,0,0,0
Chumpman Blues,Scott Ainslie,1997,0,175053,0,0,0,0,0,0,0,0,0
Forró Praieiro,Sivuca,2013,10,202800,0,0,1,1,0,0,0,0,0
Russian Doll,Flink,2007,0,273720,0,0,0,0,0,0,0,0,0
Come Live With Me - Remastered 2006,Heaven 17,1982,31,258345,0,0,1,0,0,0,0,0,0
My M.B. Thang,Tyree,2007,0,400320,0,0,0,0,0,0,0,0,0
Big Legged Woman,"Robert Lockwood, Jr.",1997,4,278333,0,0,1,0,0,0,1,0,0
Bull Dog,The Shangri-Las,2000,3,157853,0,1,1,0,0,0,0,0,0
I Can't Believe That You're In Love With Me - Remastered,John Buzon Trio,1996,12,141626,0,0,1,0,0,0,0,0,0
Como nuestro amor no hay dos,Cabas,2008,22,208413,0,0,1,0,0,0,0,0,0
"One Year, Six Months",Yellowcard,2003,39,208733,0,0,1,0,0,0,0,0,0
Trows Kind,Elvenking,2006,13,357520,0,0,1,0,0,0,0,0,0
Song For Stephin Merritt,Kira Skov,2008,0,193186,0,0,0,0,0,0,0,0,0
Change Clothes,JAY-Z,2003,46,258426,1,0,1,0,0,0,0,0,0
Mis Calles de Arena,Fabián D Cuesta,2007,0,241842,0,0,0,0,0,0,0,0,0
Kathleen's Song / Ray Lynch,Ray Lynch,1984,24,250226,0,0,1,0,0,0,0,0,0
Ascendant,Keep Of Kalessin,2008,11,271466,0,0,1,0,0,0,0,0,0
Cai Dentro,Gabriel Grossi,2005,1,254706,0,0,1,1,0,0,0,0,0
L'etang chimerique,Jacques Douai,2006,0,124986,0,0,0,0,0,0,0,0,0
El Capiro,Mercedes Castro,2007,1,164954,0,0,1,0,0,0,0,0,0
Si Te Dicen Por Ahi,Charlie Cruz,2000,1,280453,0,0,1,0,0,0,0,0,0
Little Cry for Him (Chorinho Pra Ele),Hermeto Pascoal,1977,17,131360,0,0,1,1,0,0,0,0,0
Pickled Heads,Elliot Goldenthal,2000,0,305528,0,0,0,0,0,0,0,0,0
If You Ask Me,Nick Colionne,2006,30,215560,0,0,1,1,0,0,0,0,0
"Werewolf, Semen And Blood",Beherit,2008,18,185066,0,0,1,0,0,0,0,0,0
Need More Blues,Sleepy John Estes,1993,1,197066,0,0,1,0,0,0,1,0,0
Moritat (Mack The Knife) - Live From The Desert Inn / 1971,Bobby Darin,1974,0,209346,0,1,0,1,0,0,0,0,0
"Beauty Queen (12"" Original Mix)",SNAP!,2005,17,397593,0,0,1,0,0,0,0,0,0
Revelations By John,Marco Beltrami,2021,0,208880,0,0,0,0,0,0,0,0,0
On The Road To Emmaus,The Steeles,1999,23,231413,0,0,1,0,0,0,0,0,0
離家出走,Janice Vidal,2006,49,248973,0,0,1,0,0,0,0,0,0
(Do)Minion,Eluveitie,2010,19,307693,0,0,1,0,0,0,0,0,0
Active,Dark Party,2009,6,261600,0,0,1,0,0,0,0,0,0
Cuando Quieres Tu,La Sonora Santanera,2012,5,168013,0,0,1,0,0,0,0,0,0
Djessy,Kanda Bongo Man,1985,6,554885,0,0,1,0,0,0,0,0,0
Times Like These - Club Mix,Albin Myers,2009,4,470703,0,0,1,0,0,0,0,0,0
Nightly Cares,múm,2004,18,298946,0,1,1,0,1,0,0,1,0
Into Battle,Ensiferum,2008,34,352520,0,0,1,0,0,0,0,0,0
Aquel Amor,Flor Silvestre,1997,20,208573,0,0,1,0,0,0,0,0,0
Interlude: Livin'...In Complete Darkness,Janet Jackson,1989,15,67133,0,0,1,0,0,0,0,0,0
I'm a Killer,Hot Live Guys,2006,0,138146,0,0,0,0,0,0,0,0,0
Unicorn,David Lynch,2010,0,618200,0,0,0,0,0,0,0,0,0
Indita Mia,Alacranes Musical,2007,10,284120,0,0,1,0,0,0,0,0,0
Amdokwe,Vusi Mahlasela,2000,0,250480,0,0,0,1,0,0,0,0,0
Nassau Town,John D. Loudermilk,2006,1,123440,0,1,1,0,0,0,0,0,0
Look Me In The Eye,Margaret Becker,1996,1,281266,0,1,1,0,0,0,0,0,0
Pocket Calculator - 2009 Remaster,Kraftwerk,1981,35,296800,0,0,1,0,1,0,0,0,0
The Buzzard's Back In Town - Live,Pumpkin Buzzard,2009,0,61706,0,0,0,0,0,0,0,0,0
Harry Flowers,William Orbit,1993,20,271373,0,0,1,0,0,0,0,0,0
Broke Down,Radio Moscow,2009,38,255960,0,1,1,0,0,0,1,0,0
Mr. Sellack,The Roches,1979,28,243506,0,1,1,0,0,0,0,0,0
Orgasme tellurique,Stille Volk,2003,0,276706,0,0,0,0,0,0,0,0,0
Gonna Take a Miracle,The Elders,2006,3,241640,0,1,1,0,0,0,0,0,0
Conversation,Jimmy Riley,2015,4,227680,0,1,1,0,0,0,0,0,0
Liberty,Heavenly,2007,22,329040,0,0,1,0,0,1,0,0,0
Hiraeth am Feirion,The Gentle Good,2008,3,400493,0,0,1,0,0,0,0,1,0
Die Art von Mann,1. Futurologischer Congress,2006,3,196586,0,0,1,0,0,0,0,0,0
Saylarvee,Small Faces,1977,3,136880,0,0,1,0,0,0,1,0,0
The Call,Backstreet Boys,2000,59,204800,0,0,1,0,0,0,0,0,0
Let the Chips Fall,Charley Pride,2006,13,163533,0,1,1,0,0,0,0,0,0
I.C.U.,Saigon Kick,1991,7,229400,0,0,1,0,0,0,0,0,0
Get Picked Up,Crazy Girl,2012,0,320146,0,0,0,0,0,0,0,0,0
Over You (Orchestral Version),Lyrics Born,2022,2,255787,0,0,1,0,0,0,0,0,0
In a Dead World,Killswitch Engage,2009,23,254466,0,0,1,0,0,0,0,0,0
Tómame o Déjame,Nicho Hinojosa,2001,43,183160,0,1,1,0,0,0,0,0,0
La Barca,Nelson Ned,2007,26,242800,0,1,1,0,0,0,0,0,0
When You're Smiling/The Sheik Of Araby,Louis Prima,1957,40,240666,0,0,1,0,0,0,1,0,0
Jah Love Is The Solution,Yami Bolo,2000,1,228906,0,1,1,0,0,0,0,0,0
Avec lui,Michèle Arnaud,2007,0,170400,0,0,0,0,0,0,0,0,0
Ambulance Man,Memphis Jug Band,2005,0,164025,0,0,0,0,0,0,1,0,0
Laziness (Novatek Remix),Juan Farcik,2007,0,351556,0,0,0,0,0,0,0,0,0
Dama Dam Mast Kalander,Boota Pardesi,2010,0,371960,0,0,0,0,0,0,0,0,0
Printemps - Chant,Les Ogres De Barback,2000,16,96026,0,1,1,0,0,0,0,0,0
The Lord Will Go Before You,Janet Paschal,1997,1,207653,0,0,1,0,0,0,0,0,0
Oh Little Town Of Bethlehem,Phillips Brooks,1965,6,165760,0,0,1,0,0,0,0,0,0
Tanzende Engel,Der Ole,2020,1,268973,0,0,1,0,0,0,0,0,0
Slips Of Paper,Dave Brockie Experience,2003,4,127173,0,1,1,0,0,0,0,0,0
Refuge,Matisyahu,2004,31,207866,0,0,1,0,0,0,0,0,0
Backseat Driver,Debbie Davies,1998,1,244600,0,1,1,0,0,0,1,0,0
Sexy Eiffel Towers,Bow Wow Wow,1993,9,146093,0,0,1,0,0,0,0,0,0
Old Memory,Ashton Shepherd,2008,11,260480,0,0,1,0,0,0,0,0,0
Sentimento,Dakis,2008,0,210859,0,0,1,0,0,0,0,0,0
Death of Me,Smash Palace,2008,0,260853,0,0,1,0,0,0,0,0,0
Freight train,Elizabeth Cotten,1989,40,166373,0,0,1,0,0,0,1,0,0
Bobby's Girl - Previously Unreleased Demo - Stereo,Marcie Blane,2004,29,143266,0,0,1,0,0,0,0,0,0
The First Of The Year,Rubyhorse,2002,0,228226,0,0,0,0,0,0,0,0,0
Ooh la La,Tyrone Davis,1999,15,194800,0,0,1,0,0,0,0,0,0
Airto's Jazz Dance,Flora Purim,2001,0,246626,0,0,0,1,0,0,0,0,0
When Summer's Through,The Chiffons,2019,2,156800,0,1,1,0,0,0,0,0,0
Vennette,Maria Bamford,2003,9,127173,0,0,1,0,0,0,0,0,0
Procession,Vangelis,1990,19,573666,0,0,1,0,0,0,0,0,0
Multiplayer,Babylon Disco,2007,0,181386,0,0,0,0,0,0,0,0,0
Of Days Gone By,Dj Frankie Green,2022,16,113846,0,0,1,0,0,0,0,0,0
Lost in the Funhouse Again (Remastered),Michael Stanley Band,1975,0,220066,0,1,0,0,0,0,0,0,0
Cri'r Adar Main,The Gentle Good,2008,4,197200,0,0,1,0,0,0,0,1,0
Just Like Lightnin',Joe Satriani,2006,21,241906,0,1,1,0,0,0,0,0,0
Mine Again,Mariah Carey,2005,37,241693,0,0,1,0,0,0,0,0,0
Time Zone,Lauren Wood,1979,0,352333,0,1,0,0,0,0,0,0,0
No One Knows,George Nooks,2001,1,224866,0,1,1,0,0,0,0,0,0
Escape From The City - Original Motion Picture Soundtrack,John Williams,2005,11,229693,0,0,1,0,0,0,0,0,0
Black Tiger,Y&T,1982,18,258026,0,1,1,0,0,0,0,0,0
Reach For The Ground,The Ghost Of Lemora,2008,0,208680,0,1,0,0,0,0,0,0,0
Existing Alone,Rhian Sheehan,2001,1,288693,0,0,1,0,1,0,0,0,0
Small Axe,Bob Marley & The Wailers,2008,34,235306,0,0,1,0,0,0,0,0,0
I'll Show You Love,USHER,1994,15,283893,0,0,1,0,0,0,0,0,0
Le bar du grand désir,Michèle Bernard,2018,0,124040,0,0,0,0,0,0,0,0,0
